rule_id,for_each,current_var,proposed_var,expert_var,change_reason
alicloud.ecs.instance.detailed_monitoring_active,alicloud.ecs.DescribeAutoProvisioningGroupInstances,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.ecs.instance.detailed_monitoring_mandatory,alicloud.ecs.DescribeAutoProvisioningGroupInstances,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.ecs.instance.elasticsearch_kibana_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,
alicloud.ecs.instance.env_no_plaintext_secrets,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.ftp_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,encrypted equals + public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,encrypted equals + public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,encrypted equals + public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.iam_profile_attached,alicloud.ecs.DescribeAutoProvisioningGroupInstances,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.imdsv2_mandatory,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.instance_profile_least_privilege,alicloud.ecs.DescribeAutoProvisioningGroupInstances,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.internet_facing_instance_profile_least_privilege,alicloud.ecs.DescribeAutoProvisioningGroupInstances,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.ip_forwarding_disabled_for_security,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.ecs.instance.kafka_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.kerberos_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.ldap_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.least_privilege_service_account,alicloud.ecs.DescribeAutoProvisioningGroupInstances,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.managed,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.managed_by_ssm,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.management_enabled,alicloud.ecs.DescribeAutoProvisioningGroupInstances,logging_enabled equals true,status equals Active,status equals Active,
alicloud.ecs.instance.memcached_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.mongodb_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.mysql_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.network_type_verified,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,vpc_id exists,vpc_id exists,
alicloud.ecs.instance.no_privileged_containers,alicloud.ecs.DescribeAutoProvisioningGroupInstances,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.no_public_ip_assigned,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.oracle_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.os_version_supported,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.paravirtual_type_deprecated,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.password_auth_disabled,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.port_ftp_exposed_to_internet,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,security_group_rules not_contains 0.0.0.0/0,security_group_rules not_contains 0.0.0.0/0,
alicloud.ecs.instance.port_rdp_exposed_to_internet,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,security_group_rules not_contains 0.0.0.0/0,security_group_rules not_contains 0.0.0.0/0,
alicloud.ecs.instance.port_ssh_exposed_to_internet,alicloud.ecs.DescribeAutoProvisioningGroupInstances,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,permissions not_contains + security_group_rules not_contains,
alicloud.ecs.instance.postgresql_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.project_wide_ssh_keys_block_enforced,alicloud.ecs.DescribeAutoProvisioningGroupInstances,security_group_rules not_contains 0.0.0.0/0:22,security_group_rules not_contains 0.0.0.0/0:22,security_group_rules not_contains 0.0.0.0/0:22,
alicloud.ecs.instance.public_ip_detected,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address exists,public_ip_address exists,public_ip_address exists,
alicloud.ecs.instance.public_ip_disabled,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,public_ip_address not_exists,public_ip_address not_exists,
alicloud.ecs.instance.public_ip_disabled_unless_explicitly_approved,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,public_ip_address not_exists,public_ip_address not_exists,
alicloud.ecs.instance.rdp_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.rds_sqlserver_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.redis_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.secrets_user_data,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.security_center_agent_installed_and_active,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.security_hardening_applied,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.security_patches_applied,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.serial_ports_disabled_for_security,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,security_group_rules not_contains 0.0.0.0/0,security_group_rules not_contains 0.0.0.0/0,
alicloud.ecs.instance.shielded_vm_security_features_enabled,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.single_eni_usage_verified,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.ssh_key_authentication_mandatory,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.ssh_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.telnet_port_public_access_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + security_group_rules not_contains,
alicloud.ecs.instance.unattached_disks_encryption_at_rest_with_customer_managed_keys_enabled,alicloud.ecs.DescribeAutoProvisioningGroupInstances,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.instance.user_data_secrets_exposure_prevented,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.instance.uses_single_eni,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.volumes_encrypted,alicloud.ecs.DescribeAutoProvisioningGroupInstances,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.instance_managed_by_ssm_agent_installed.configured,alicloud.ecs.instance_managed_by_ssm_agent_installed,id exists,status equals Active,status equals Active,
alicloud.ecs.key_pair.inactive_keys_disabled_after_90_days,alicloud.ecs.key_pair,id exists,status equals Active,status equals Active,
alicloud.ecs.launch.template_imdsv2_required,alicloud.ecs.launch,id exists,status equals Active,status equals Active,
alicloud.ecs.launch.template_no_public_ip,alicloud.ecs.launch,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.launch.template_no_secrets,alicloud.ecs.launch,id exists,permissions not_contains *,permissions not_contains *,
